Seconds,Volts
5.630878E-05, 0.6099936
5.636887E-05, 0.6108578
5.642897E-05, 0.6112284
5.648907E-05, 0.6111049
5.654916E-05, 0.6104875
5.660925E-05, 0.6093767
5.666935E-05, 0.6077732
5.672944E-05, 0.6056787
5.678954E-05, 0.6030946
5.684963E-05, 0.6000229
5.690973E-05, 0.5964662
5.696982E-05, 0.5924278
5.702992E-05, 0.5879102
5.709001E-05, 0.5829175
5.715011E-05, 0.5774536
5.72102E-05, 0.5715232
5.72703E-05, 0.5651307
5.733039E-05, 0.5582813
5.739048E-05, 0.5509812
5.745058E-05, 0.5432352
5.751068E-05, 0.5350502
5.757077E-05, 0.5264328
5.763086E-05, 0.5173903
5.769096E-05, 0.5079291
5.775105E-05, 0.4980575
5.781115E-05, 0.4877838
5.787124E-05, 0.4771153
5.793134E-05, 0.4660611
5.799143E-05, 0.4546303
5.805153E-05, 0.4428327
5.811162E-05, 0.4306764
5.817172E-05, 0.4181721
5.823181E-05, 0.4053305
5.829191E-05, 0.3921606
5.8352E-05, 0.3786737
5.84121E-05, 0.3648807
5.847219E-05, 0.3507936
5.853229E-05, 0.3364222
5.859238E-05, 0.3217788
5.865248E-05, 0.3068754
5.871257E-05, 0.2917248
5.877266E-05, 0.2763375
5.883276E-05, 0.2607269
5.889285E-05, 0.2449065
5.895295E-05, 0.2288872
5.901304E-05, 0.2126829
5.907314E-05, 0.1963067
5.913323E-05, 0.1797728
5.919333E-05, 0.1630926
5.925342E-05, 0.1462806
5.931352E-05, 0.1293514
5.937361E-05, 0.1123166
5.943371E-05, 0.09519102
5.94938E-05, 0.07798851
5.955389E-05, 0.06072401
5.961399E-05, 0.04340938
5.967409E-05, 0.02605966
5.973418E-05, 0.008689935
5.979427E-05, -0.008687867
5.985437E-05, -0.02605865
5.991447E-05, -0.04340836
5.997456E-05, -0.06072195
6.003465E-05, -0.0779875
6.009475E-05, -0.09519002
6.015484E-05, -0.1123146
6.021494E-05, -0.1293494
6.027503E-05, -0.1462796
6.033513E-05, -0.1630916
6.039522E-05, -0.1797708
6.045532E-05, -0.1963057
6.051541E-05, -0.2126819
6.05755E-05, -0.2288853
6.06356E-05, -0.2449046
6.06957E-05, -0.260726
6.075579E-05, -0.2763366
6.081588E-05, -0.291723
6.087598E-05, -0.3068745
6.093608E-05, -0.321778
6.099617E-05, -0.3364213
6.105626E-05, -0.3507919
6.111636E-05, -0.364879
6.117646E-05, -0.3786729
6.123655E-05, -0.392159
6.129665E-05, -0.4053298
6.135674E-05, -0.4181713
6.141683E-05, -0.430675
6.147693E-05, -0.442832
6.153702E-05, -0.4546296
6.159711E-05, -0.4660598
6.165721E-05, -0.4771147
6.171731E-05, -0.4877826
6.17774E-05, -0.4980563
6.18375E-05, -0.5079286
6.189759E-05, -0.5173892
6.195769E-05, -0.5264328
6.201778E-05, -0.5350497
6.207787E-05, -0.5432343
6.213797E-05, -0.5509807
6.219807E-05, -0.5582809
6.225816E-05, -0.5651299
6.231826E-05, -0.5715229
6.237835E-05, -0.5774532
6.243844E-05, -0.5829169
6.249854E-05, -0.5879099
6.255863E-05, -0.5924273
6.261872E-05, -0.5964658
6.267882E-05, -0.6000227
6.273892E-05, -0.6030942
6.279902E-05, -0.6056786
6.285911E-05, -0.6077731
6.29192E-05, -0.6093765
6.29793E-05, -0.6104875
6.303939E-05, -0.6111049
6.309948E-05, -0.6112284
6.315958E-05, -0.6108579
6.321968E-05, -0.6099937
6.327977E-05, -0.6086366
6.333987E-05, -0.6067872
6.339996E-05, -0.6044477
6.346006E-05, -0.6016193
6.352015E-05, -0.598305
6.358024E-05, -0.5945072
6.364034E-05, -0.5902284
6.370043E-05, -0.585473
6.376053E-05, -0.5802445
6.382063E-05, -0.5745463
6.388072E-05, -0.5683844
6.394081E-05, -0.5617632
6.400091E-05, -0.5546871
6.4061E-05, -0.5471635
6.412109E-05, -0.5391977
6.418119E-05, -0.5307951
6.424129E-05, -0.5219646
6.430138E-05, -0.512711
6.436148E-05, -0.5030441
6.442157E-05, -0.4929707
6.448167E-05, -0.4824977
6.454176E-05, -0.4716359
6.460185E-05, -0.4603929
6.466195E-05, -0.4487765
6.472204E-05, -0.4367987
6.478214E-05, -0.4244679
6.484224E-05, -0.4117925
6.490233E-05, -0.3987859
6.496242E-05, -0.3854569
6.502252E-05, -0.3718148
6.508261E-05, -0.3578737
6.514271E-05, -0.3436418
6.52028E-05, -0.3291337
6.52629E-05, -0.3143598
6.532299E-05, -0.2993299
6.538309E-05, -0.2840599
6.544318E-05, -0.2685603
6.550328E-05, -0.2528418
6.556337E-05, -0.2369208
6.562346E-05, -0.2208083
6.568356E-05, -0.2045155
6.574365E-05, -0.1880592
6.580375E-05, -0.171449
6.586385E-05, -0.1547022
6.592394E-05, -0.1378304
6.598404E-05, -0.1208452
6.604413E-05, -0.1037643
6.610422E-05, -0.08659956
6.616432E-05, -0.06936274
6.622441E-05, -0.05207195
6.628451E-05, -0.03473908
6.63446E-05, -0.01737603
6.64047E-05, -1.032577E-06
6.646479E-05, 0.01737396
6.652489E-05, 0.03473702
6.658498E-05, 0.05206989
6.664508E-05, 0.06936278
6.670517E-05, 0.08659751
6.676526E-05, 0.1037623
6.682536E-05, 0.1208452
6.688546E-05, 0.1378284
6.694555E-05, 0.1547002
6.700565E-05, 0.1714491
6.706574E-05, 0.1880573
6.712583E-05, 0.2045135
6.718593E-05, 0.2208064
6.724602E-05, 0.2369189
6.730611E-05, 0.2528399
6.736621E-05, 0.2685584
6.742631E-05, 0.284058
6.748641E-05, 0.2993299
6.75465E-05, 0.314358
6.760659E-05, 0.329132
6.766669E-05, 0.3436418
6.772678E-05, 0.3578721
6.778687E-05, 0.3718131
6.784697E-05, 0.3854553
6.790707E-05, 0.3987843
6.796716E-05, 0.411791
6.802726E-05, 0.4244664
6.808735E-05, 0.4367973
6.814745E-05, 0.4487765
6.820754E-05, 0.4603916
6.826763E-05, 0.4716346
6.832773E-05, 0.4824977
6.838782E-05, 0.4929695
6.844792E-05, 0.5030429
6.850802E-05, 0.512711
6.856811E-05, 0.5219635
6.86282E-05, 0.5307941
6.86883E-05, 0.5391967
6.874839E-05, 0.5471626
6.880848E-05, 0.5546862
6.886858E-05, 0.5617623
6.892868E-05, 0.5683836
6.898877E-05, 0.5745463
6.904887E-05, 0.5802438
6.910896E-05, 0.5854724
6.916906E-05, 0.5902284
6.922915E-05, 0.5945067
6.928924E-05, 0.5983046
6.934934E-05, 0.6016193
6.940943E-05, 0.6044474
6.946953E-05, 0.606787
6.952963E-05, 0.6086363
6.958972E-05, 0.6099936
6.964982E-05, 0.6108579
6.970991E-05, 0.6112284
6.977E-05, 0.6111049
6.98301E-05, 0.6104875
6.989019E-05, 0.6093767
6.995029E-05, 0.6077734
7.001038E-05, 0.6056786
7.007048E-05, 0.6030946
7.013057E-05, 0.6000231
7.019067E-05, 0.5964662
7.025076E-05, 0.5924278
7.031085E-05, 0.5879105
7.037095E-05, 0.5829175
7.043104E-05, 0.5774539
7.049114E-05, 0.5715229
7.055124E-05, 0.5651307
7.061133E-05, 0.5582817
7.067143E-05, 0.5509807
7.073152E-05, 0.5432352
7.079161E-05, 0.5350507
7.085171E-05, 0.5264328
7.09118E-05, 0.5173903
7.09719E-05, 0.5079297
7.103199E-05, 0.4980575
7.109209E-05, 0.4877838
7.115219E-05, 0.4771146
7.121228E-05, 0.4660611
7.127237E-05, 0.454631
7.133247E-05, 0.442832
7.139256E-05, 0.4306764
7.145265E-05, 0.4181729
7.151275E-05, 0.4053297
7.157285E-05, 0.3921606
7.163294E-05, 0.3786745
7.169304E-05, 0.3648807
7.175313E-05, 0.3507936
7.181322E-05, 0.3364231
7.187332E-05, 0.3217788
7.193341E-05, 0.3068763
7.199351E-05, 0.2917239
7.20536E-05, 0.2763375
7.21137E-05, 0.2607279
7.21738E-05, 0.2449055
7.223389E-05, 0.2288872
7.229398E-05, 0.2126839
7.235408E-05, 0.1963067
7.241417E-05, 0.1797728
7.247426E-05, 0.1630936
7.253436E-05, 0.1462806
7.259446E-05, 0.1293514
7.265455E-05, 0.1123176
7.271465E-05, 0.09519102
7.277474E-05, 0.07798955
7.283484E-05, 0.06072295
7.289493E-05, 0.04340937
7.295502E-05, 0.02606071
7.301512E-05, 0.008688879
7.307521E-05, -0.008687871
7.313531E-05, -0.0260576
7.319541E-05, -0.04340837
7.32555E-05, -0.06072195
7.331559E-05, -0.07798646
7.337569E-05, -0.09519003
7.343578E-05, -0.1123146
7.349588E-05, -0.1293504
7.355597E-05, -0.1462796
7.361607E-05, -0.1630906
7.367616E-05, -0.1797718
7.373626E-05, -0.1963057
7.379635E-05, -0.212681
7.385645E-05, -0.2288863
7.391654E-05, -0.2449046
7.397663E-05, -0.2607251
7.403673E-05, -0.2763366
7.409682E-05, -0.291723
7.415692E-05, -0.3068736
7.421702E-05, -0.321778
7.427711E-05, -0.3364205
7.433721E-05, -0.3507928
7.43973E-05, -0.3648799
7.445739E-05, -0.3786721
7.451749E-05, -0.3921598
7.457758E-05, -0.405329
7.463768E-05, -0.4181706
7.469777E-05, -0.4306757
7.475787E-05, -0.4428312
7.481796E-05, -0.4546289
7.487806E-05, -0.4660605
7.493815E-05, -0.477114
7.499824E-05, -0.4877819
7.505834E-05, -0.4980569
7.511843E-05, -0.507928
7.517853E-05, -0.5173898
7.523863E-05, -0.5264322
7.529872E-05, -0.5350492
7.535882E-05, -0.5432348
7.541891E-05, -0.5509803
7.5479E-05, -0.5582805
7.55391E-05, -0.5651303
7.559919E-05, -0.5715225
7.565929E-05, -0.5774529
7.571938E-05, -0.5829172
7.577948E-05, -0.5879096
7.583958E-05, -0.5924276
7.589967E-05, -0.5964661
7.595976E-05, -0.6000225
7.601986E-05, -0.6030944
7.607995E-05, -0.6056784
7.614004E-05, -0.607773
7.620014E-05, -0.6093765
7.626024E-05, -0.6104874
7.632033E-05, -0.6111048
7.638043E-05, -0.6112284
7.644052E-05, -0.6108579
7.650061E-05, -0.6099938
7.656071E-05, -0.6086364
7.66208E-05, -0.6067873
7.66809E-05, -0.6044475
7.674099E-05, -0.6016195
7.680109E-05, -0.5983052
7.686119E-05, -0.594507
7.692128E-05, -0.5902286
7.698137E-05, -0.5854733
7.704147E-05, -0.5802441
7.710156E-05, -0.5745466
7.716165E-05, -0.5683848
7.722175E-05, -0.5617628
7.728185E-05, -0.5546875
7.734195E-05, -0.547163
7.740204E-05, -0.5391972
7.746213E-05, -0.5307956
7.752223E-05, -0.521964
7.758232E-05, -0.5127115
7.764241E-05, -0.5030447
7.770251E-05, -0.4929701
7.77626E-05, -0.4824983
7.78227E-05, -0.4716365
7.78828E-05, -0.4603922
7.794289E-05, -0.4487772
7.800298E-05, -0.4367994
7.806308E-05, -0.4244671
7.812317E-05, -0.4117933
7.818327E-05, -0.3987851
7.824336E-05, -0.3854561
7.830346E-05, -0.3718156
7.836356E-05, -0.3578729
7.842365E-05, -0.3436426
7.848374E-05, -0.3291346
7.854384E-05, -0.3143589
7.860393E-05, -0.2993308
7.866402E-05, -0.2840608
7.872412E-05, -0.2685594
7.878421E-05, -0.2528427
7.884431E-05, -0.2369198
7.890441E-05, -0.2208074
7.89645E-05, -0.2045164
7.90246E-05, -0.1880582
7.908469E-05, -0.17145
7.914478E-05, -0.1547032
7.920488E-05, -0.1378294
7.926497E-05, -0.1208462
7.932507E-05, -0.1037653
7.938517E-05, -0.08659851
7.944526E-05, -0.06936378
7.950535E-05, -0.05207299
7.956545E-05, -0.03473802
7.962554E-05, -0.01737707
7.968564E-05, 2.333651E-08
7.974573E-05, 0.01737502
7.980582E-05, 0.03473597
7.986592E-05, 0.05207095
7.992602E-05, 0.06936174
7.998611E-05, 0.08659647
8.004621E-05, 0.1037633
8.01063E-05, 0.1208442
8.016639E-05, 0.1378274
8.022649E-05, 0.1547013
8.028658E-05, 0.1714481
8.034668E-05, 0.1880563
8.040677E-05, 0.2045145
8.046687E-05, 0.2208054
8.052697E-05, 0.2369199
8.058706E-05, 0.2528408
8.064715E-05, 0.2685575
8.070725E-05, 0.284059
8.076734E-05, 0.299329
8.082743E-05, 0.3143571
8.088753E-05, 0.3291329
8.094763E-05, 0.3436409
8.100772E-05, 0.3578712
8.106782E-05, 0.371814
8.112791E-05, 0.3854545
8.118801E-05, 0.3987851
8.12481E-05, 0.4117918
8.130819E-05, 0.4244657
8.136829E-05, 0.436798
8.142838E-05, 0.4487758
8.148848E-05, 0.4603909
8.154858E-05, 0.4716352
8.160867E-05, 0.482497
8.166876E-05, 0.4929689
8.172886E-05, 0.5030435
8.178895E-05, 0.5127104
8.184904E-05, 0.5219629
8.190914E-05, 0.5307946
8.196924E-05, 0.5391963
8.202934E-05, 0.547163
8.208943E-05, 0.5546866
8.214952E-05, 0.561762
8.220962E-05, 0.5683841
8.226971E-05, 0.5745459
8.23298E-05, 0.5802435
8.23899E-05, 0.5854727
8.244999E-05, 0.5902281
8.251009E-05, 0.5945065
8.257019E-05, 0.5983048
8.263028E-05, 0.6016191
8.269037E-05, 0.6044472
8.275047E-05, 0.6067871
8.281056E-05, 0.6086363
8.287066E-05, 0.6099936
8.293075E-05, 0.6108578
8.299085E-05, 0.6112284
8.305095E-05, 0.6111049
8.311104E-05, 0.6104875
8.317113E-05, 0.6093767
8.323123E-05, 0.6077732
8.329132E-05, 0.6056787
8.335141E-05, 0.6030947
8.341151E-05, 0.6000229
8.34716E-05, 0.5964665
8.35317E-05, 0.5924275
8.35918E-05, 0.5879102
8.365189E-05, 0.5829177
8.371199E-05, 0.5774536
8.377208E-05, 0.5715232
8.383217E-05, 0.5651311
8.389227E-05, 0.5582813
8.395236E-05, 0.5509812
8.401246E-05, 0.5432357
8.407256E-05, 0.5350502
8.413265E-05, 0.5264333
8.419274E-05, 0.5173908
8.425284E-05, 0.5079291
8.431293E-05, 0.4980581
8.437303E-05, 0.4877832
8.443312E-05, 0.4771153
8.449321E-05, 0.4660618
8.455331E-05, 0.4546303
8.461341E-05, 0.4428327
8.46735E-05, 0.4306772
8.47336E-05, 0.4181721
8.479369E-05, 0.4053305
8.485378E-05, 0.3921614
8.491388E-05, 0.3786737
8.497397E-05, 0.3648815
8.503407E-05, 0.3507928
8.509417E-05, 0.3364222
8.515426E-05, 0.3217797
8.521436E-05, 0.3068754
8.527445E-05, 0.2917248
8.533454E-05, 0.2763385
8.539464E-05, 0.2607269
8.545473E-05, 0.2449065
8.551482E-05, 0.2288882
8.557492E-05, 0.2126829
8.563502E-05, 0.1963077
8.569511E-05, 0.1797738
8.575521E-05, 0.1630926
8.58153E-05, 0.1462816
8.58754E-05, 0.1293503
8.593549E-05, 0.1123166
8.599558E-05, 0.09519205
8.605568E-05, 0.07798851
8.611578E-05, 0.060724
8.617587E-05, 0.04341042
8.623597E-05, 0.02605965
8.629606E-05, 0.008689928
8.635615E-05, -0.008686823
8.641625E-05, -0.02605865
8.647634E-05, -0.04340732
8.653644E-05, -0.060723
8.659653E-05, -0.07798751
8.665663E-05, -0.09518899
8.671673E-05, -0.1123156
8.677682E-05, -0.1293494
8.683691E-05, -0.1462786
8.689701E-05, -0.1630916
8.69571E-05, -0.1797708
8.701719E-05, -0.1963047
8.707729E-05, -0.2126819
8.713738E-05, -0.2288853
8.719748E-05, -0.2449037
8.725758E-05, -0.260726
8.731767E-05, -0.2763357
8.737777E-05, -0.2917239
8.743786E-05, -0.3068745
8.749795E-05, -0.3217771
8.755805E-05, -0.3364213
8.761814E-05, -0.3507919
8.767824E-05, -0.364879
8.773834E-05, -0.3786729
8.779843E-05, -0.392159
8.785852E-05, -0.4053282
8.791862E-05, -0.4181713
8.797871E-05, -0.430675
8.80388E-05, -0.4428305
8.80989E-05, -0.4546296
8.815899E-05, -0.4660598
8.821909E-05, -0.4771147
8.827919E-05, -0.4877826
8.833928E-05, -0.4980563
8.839938E-05, -0.5079286
8.845947E-05, -0.5173892
8.851956E-05, -0.5264317
8.857966E-05, -0.5350497
8.863975E-05, -0.5432343
8.869985E-05, -0.5509798
8.875995E-05, -0.5582809
8.882004E-05, -0.5651299
8.888014E-05, -0.5715229
8.894023E-05, -0.5774532
8.900032E-05, -0.5829169
8.906042E-05, -0.5879099
8.912051E-05, -0.5924273
8.91806E-05, -0.5964658
8.92407E-05, -0.6000227
8.93008E-05, -0.6030942
8.936089E-05, -0.6056783
8.942099E-05, -0.6077731
8.948108E-05, -0.6093765
8.954117E-05, -0.6104873
8.960127E-05, -0.6111049
8.966136E-05, -0.6112284
8.972146E-05, -0.6108579
8.978156E-05, -0.6099937
8.984165E-05, -0.6086366
8.990175E-05, -0.6067872
8.996184E-05, -0.6044477
9.002193E-05, -0.6016197
9.008203E-05, -0.598305
9.014212E-05, -0.5945072
9.020221E-05, -0.5902289
9.026231E-05, -0.585473
9.032241E-05, -0.5802445
9.03825E-05, -0.574547
9.04426E-05, -0.5683844
9.050269E-05, -0.5617632
9.056279E-05, -0.5546871
9.062288E-05, -0.5471635
9.068297E-05, -0.5391977
9.074307E-05, -0.5307951
9.080317E-05, -0.5219646
9.086326E-05, -0.5127121
9.092336E-05, -0.5030441
9.098345E-05, -0.4929707
9.104354E-05, -0.4824989
9.110364E-05, -0.4716359
9.116373E-05, -0.4603929
9.122383E-05, -0.4487765
9.128392E-05, -0.4367987
9.134402E-05, -0.4244679
9.140412E-05, -0.4117925
9.146421E-05, -0.3987859
9.15243E-05, -0.3854569
9.15844E-05, -0.3718147
9.164449E-05, -0.3578737
9.170458E-05, -0.3436435
9.176468E-05, -0.3291337
9.182478E-05, -0.3143598
9.188487E-05, -0.2993317
9.194497E-05, -0.2840599
9.200506E-05, -0.2685603
9.206516E-05, -0.2528418
9.212525E-05, -0.2369208
9.218534E-05, -0.2208083
9.224544E-05, -0.2045154
9.230553E-05, -0.1880592
9.236563E-05, -0.171451
9.242573E-05, -0.1547022
9.248582E-05, -0.1378304
9.254591E-05, -0.1208472
9.260601E-05, -0.1037643
9.26661E-05, -0.08659955
9.27262E-05, -0.06936273
9.278629E-05, -0.05207194
9.284639E-05, -0.03473907
9.290648E-05, -0.01737602
9.296658E-05, -1.024798E-06
9.302667E-05, 0.01737397
9.308677E-05, 0.03473702
9.314686E-05, 0.0520699
9.320695E-05, 0.0693607
9.326705E-05, 0.08659752
9.332714E-05, 0.1037623
9.338724E-05, 0.1208431
9.344734E-05, 0.1378284
9.350743E-05, 0.1547002
9.356753E-05, 0.1714491
9.362762E-05, 0.1880573
9.368771E-05, 0.2045135
9.374781E-05, 0.2208064
9.38079E-05, 0.2369189
9.3868E-05, 0.2528399
9.392809E-05, 0.2685585
9.398819E-05, 0.2840581
9.404828E-05, 0.2993281
9.410838E-05, 0.314358
9.416847E-05, 0.329132
9.422857E-05, 0.3436418
9.428866E-05, 0.3578721
9.434875E-05, 0.3718131
9.440885E-05, 0.3854553
9.446895E-05, 0.3987843
9.452904E-05, 0.411791
9.458914E-05, 0.4244664
9.464923E-05, 0.4367973
9.470932E-05, 0.4487751
9.476942E-05, 0.4603916
9.482951E-05, 0.4716346
9.48896E-05, 0.4824964
9.49497E-05, 0.4929695
9.50098E-05, 0.5030429
9.50699E-05, 0.512711
9.512999E-05, 0.5219635
9.519008E-05, 0.5307941
9.525018E-05, 0.5391967
9.531027E-05, 0.5471626
9.537036E-05, 0.5546862
9.543046E-05, 0.5617623
9.549056E-05, 0.5683836
9.555065E-05, 0.5745456
9.561075E-05, 0.5802438
9.567084E-05, 0.5854724
9.573093E-05, 0.5902278
9.579103E-05, 0.5945067
9.585112E-05, 0.5983046
9.591122E-05, 0.6016194
9.597131E-05, 0.6044474
9.603141E-05, 0.606787
9.609151E-05, 0.6086363
9.61516E-05, 0.6099936
9.621169E-05, 0.6108578
9.627179E-05, 0.6112284
9.633188E-05, 0.6111049
9.639197E-05, 0.6104876
9.645207E-05, 0.6093767
9.651217E-05, 0.6077734
9.657226E-05, 0.6056786
9.663236E-05, 0.6030945
9.669245E-05, 0.6000231
9.675255E-05, 0.5964662
9.681264E-05, 0.5924278
9.687273E-05, 0.5879105
9.693283E-05, 0.5829175
9.699292E-05, 0.5774539
9.705302E-05, 0.5715236
9.711312E-05, 0.5651307
9.717321E-05, 0.5582817
9.72333E-05, 0.5509816
9.72934E-05, 0.5432352
9.735349E-05, 0.5350507
9.741359E-05, 0.5264328
9.747368E-05, 0.5173903
9.753378E-05, 0.5079297
9.759387E-05, 0.4980575
9.765397E-05, 0.4877838
9.771406E-05, 0.477116
9.777416E-05, 0.4660611
9.783425E-05, 0.454631
9.789434E-05, 0.4428334
9.795444E-05, 0.4306764
9.801453E-05, 0.4181729
9.807463E-05, 0.4053313
9.813473E-05, 0.3921606
9.819482E-05, 0.3786745
9.825492E-05, 0.3648807
9.831501E-05, 0.3507936
9.83751E-05, 0.3364231
9.84352E-05, 0.3217788
9.849529E-05, 0.3068763
9.855539E-05, 0.2917257
9.861548E-05, 0.2763375
9.867558E-05, 0.2607279
9.873567E-05, 0.2449075
9.879577E-05, 0.2288872
9.885586E-05, 0.2126839
9.891596E-05, 0.1963067
9.897605E-05, 0.1797728
9.903614E-05, 0.1630936
9.909624E-05, 0.1462806
9.915634E-05, 0.1293514
9.921643E-05, 0.1123176
9.927653E-05, 0.09519101
9.933662E-05, 0.07798954
9.939671E-05, 0.06072504
9.945681E-05, 0.04340937
9.95169E-05, 0.0260607
9.9577E-05, 0.008690976
9.963709E-05, -0.008687878
9.969719E-05, -0.02605761
9.975729E-05, -0.04340838
9.981738E-05, -0.06072196
9.987747E-05, -0.07798647
9.993757E-05, -0.09519003
9.999766E-05, -0.1123146
0.0001000578, -0.1293484
0.0001001179, -0.1462796
0.0001001779, -0.1630906
0.000100238, -0.1797698
0.0001002981, -0.1963057
0.0001003582, -0.212681
0.0001004183, -0.2288863
0.0001004784, -0.2449046
0.0001005385, -0.2607251
0.0001005986, -0.2763366
0.0001006587, -0.291723
0.0001007188, -0.3068736
0.0001007789, -0.321778
0.000100839, -0.3364205
0.0001008991, -0.3507911
0.0001009592, -0.3648799
0.0001010193, -0.3786721
0.0001010794, -0.3921582
0.0001011395, -0.405329
0.0001011996, -0.4181706
0.0001012597, -0.4306757
0.0001013197, -0.4428313
0.0001013798, -0.4546289
0.0001014399, -0.4660605
0.0001015, -0.477114
0.0001015601, -0.4877819
0.0001016202, -0.4980569
0.0001016803, -0.507928
0.0001017404, -0.5173886
0.0001018005, -0.5264322
0.0001018606, -0.5350492
0.0001019207, -0.5432348
0.0001019808, -0.5509803
0.0001020409, -0.5582805
0.000102101, -0.5651303
0.0001021611, -0.5715225
0.0001022212, -0.5774529
0.0001022813, -0.5829172
0.0001023414, -0.5879096
0.0001024014, -0.592427
0.0001024615, -0.5964661
0.0001025216, -0.6000225
0.0001025817, -0.603094
0.0001026418, -0.6056784
0.0001027019, -0.607773
0.000102762, -0.6093765
0.0001028221, -0.6104874
0.0001028822, -0.6111048
0.0001029423, -0.6112284
0.0001030024, -0.6108579
0.0001030625, -0.6099938
0.0001031226, -0.6086364
0.0001031827, -0.6067873
0.0001032428, -0.6044478
0.0001033029, -0.6016195
0.000103363, -0.5983052
0.0001034231, -0.5945075
0.0001034832, -0.5902286
0.0001035433, -0.5854733
0.0001036033, -0.5802441
0.0001036634, -0.5745466
0.0001037235, -0.5683848
0.0001037836, -0.5617628
0.0001038437, -0.5546875
0.0001039038, -0.547164
0.0001039639, -0.5391972
0.000104024, -0.5307956
0.0001040841, -0.5219651
0.0001041442, -0.5127115
0.0001042043, -0.5030447
0.0001042644, -0.4929701
0.0001043245, -0.4824983
0.0001043846, -0.4716365
0.0001044447, -0.4603922
0.0001045048, -0.4487772
0.0001045649, -0.4367994
0.000104625, -0.4244671
0.0001046851, -0.4117933
0.0001047451, -0.3987866
0.0001048052, -0.3854561
0.0001048653, -0.3718156
0.0001049254, -0.3578746
0.0001049855, -0.3436426
0.0001050456, -0.3291346
0.0001051057, -0.3143589
0.0001051658, -0.2993308
0.0001052259, -0.2840608
0.000105286, -0.2685594
0.0001053461, -0.2528427
0.0001054062, -0.2369218
0.0001054663, -0.2208073
0.0001055264, -0.2045164
0.0001055865, -0.1880602
0.0001056466, -0.17145
0.0001057067, -0.1547032
0.0001057668, -0.1378314
0.0001058269, -0.1208462
0.0001058869, -0.1037653
0.000105947, -0.0865985
0.0001060071, -0.06936377
0.0001060672, -0.05207299
0.0001061273, -0.03473802
0.0001061874, -0.01737707
0.0001062475, -2.072933E-06
0.0001063076, 0.01737503
0.0001063677, 0.03473598
0.0001064278, 0.05206886
0.0001064879, 0.06936175
0.000106548, 0.08659648
0.0001066081, 0.1037633
0.0001066682, 0.1208442
0.0001067283, 0.1378274
0.0001067884, 0.1547013
0.0001068485, 0.1714481
0.0001069086, 0.1880563
0.0001069687, 0.2045145
0.0001070287, 0.2208055
0.0001070888, 0.2369179
0.0001071489, 0.2528409
0.000107209, 0.2685575
0.0001072691, 0.2840571
0.0001073292, 0.299329
0.0001073893, 0.3143571
0.0001074494, 0.3291329
0.0001075095, 0.3436409
0.0001075696, 0.3578712
0.0001076297, 0.371814
0.0001076898, 0.3854545
0.0001077499, 0.3987835
0.00010781, 0.4117918
0.0001078701, 0.4244657
0.0001079302, 0.4367965
0.0001079903, 0.4487758
0.0001080504, 0.4603909
0.0001081105, 0.4716353
0.0001081705, 0.482497
0.0001082306, 0.4929689
0.0001082907, 0.5030436
0.0001083508, 0.5127104
0.0001084109, 0.5219629
0.000108471, 0.5307946
0.0001085311, 0.5391963
0.0001085912, 0.5471621
0.0001086513, 0.5546867
0.0001087114, 0.561762
0.0001087715, 0.5683833
0.0001088316, 0.5745459
0.0001088917, 0.5802435
0.0001089518, 0.5854727
0.0001090119, 0.5902281
0.000109072, 0.5945065
0.0001091321, 0.5983048
0.0001091922, 0.6016191
0.0001092523, 0.6044472
0.0001093124, 0.6067871
0.0001093724, 0.6086363
0.0001094325, 0.6099935
0.0001094926, 0.6108578
0.0001095527, 0.6112284
0.0001096128, 0.6111049
0.0001096729, 0.6104875
0.000109733, 0.6093767
0.0001097931, 0.6077732
0.0001098532, 0.6056787
0.0001099133, 0.6030947
0.0001099734, 0.6000229
0.0001100335, 0.5964665
0.0001100936, 0.592428
0.0001101537, 0.5879102
0.0001102138, 0.5829177
0.0001102739, 0.5774542
0.000110334, 0.5715232
0.0001103941, 0.5651311
0.0001104542, 0.5582813
0.0001105142, 0.5509812
0.0001105743, 0.5432357
0.0001106344, 0.5350502
0.0001106945, 0.5264333
0.0001107546, 0.5173908
0.0001108147, 0.5079291
0.0001108748, 0.4980581
0.0001109349, 0.4877844
0.000110995, 0.4771153
0.0001110551, 0.4660618
0.0001111152, 0.4546317
0.0001111753, 0.4428327
0.0001112354, 0.4306772
0.0001112955, 0.4181721
0.0001113556, 0.4053305
0.0001114157, 0.3921614
0.0001114758, 0.3786737
0.0001115359, 0.3648815
0.0001115959, 0.3507945
0.000111656, 0.3364222
0.0001117161, 0.3217797
0.0001117762, 0.3068772
0.0001118363, 0.2917248
0.0001118964, 0.2763385
0.0001119565, 0.2607269
0.0001120166, 0.2449065
0.0001120767, 0.2288882
0.0001121368, 0.2126829
0.0001121969, 0.1963077
0.000112257, 0.1797738
0.0001123171, 0.1630926
0.0001123772, 0.1462816
0.0001124373, 0.1293524
0.0001124974, 0.1123166
0.0001125575, 0.09519204
0.0001126176, 0.07799058
0.0001126777, 0.06072399
0.0001127377, 0.04341041
0.0001127978, 0.02605965
0.0001128579, 0.008689919
0.000112918, -0.00868683
0.0001129781, -0.02605866
0.0001130382, -0.04340733
0.0001130983, -0.06072092
0.0001131584, -0.07798751
0.0001132185, -0.095189
0.0001132786, -0.1123135
0.0001133387, -0.1293494
0.0001133988, -0.1462786
0.0001134589, -0.1630896
0.000113519, -0.1797708
